"","10_WT_B_S18","11_WT_C_S19","12_WT_D_S20","13_TRMB_A_S21","16_TRMB_D_S24","1_WT_A_S9","2_WT_B_S10","3_WT_C_S11","4_WT_D_S12","5_TRMB_A_S13","7_TRMB_C_S15","9_WT_A_S17","aBWT_C_noglu_24_S20_SP","aCWT_D_noglu_24_S21_SP","RWT_A_glu_24_S41_S1","SWT_B_glu_24_S16_SP","TWT_C_glu_24_S17_SP","UWT_D_glu_24_S46_S1","ZWT_A_noglu_24_S47_S1"
"HAH_RS09995",4613,5702,2981,3404,4208,7926,6840,4753,4703,7232,6833,5400,8119,8316,6060,7499,7680,7128,7958
"HAH_RS10000",1783,2730,1323,1481,1662,1945,1581,1166,961,1551,1532,1990,4837,3626,3109,3467,2721,2143,3560
"HAH_RS10005",157,177,115,140,119,212,191,146,137,204,175,165,226,221,213,286,274,257,209
"HAH_RS19970",1494,1252,981,713,867,1770,1306,710,1106,1140,1165,1860,2321,2067,1861,1796,2586,2684,3255
"HAH_RS10010",63,88,83,71,110,154,111,79,70,120,92,93,117,117,143,142,198,224,156
"HAH_RS10015",1979,1990,1621,2376,2543,3524,3093,2114,2325,3251,2801,2394,2861,3257,2933,3602,3769,4055,2680
"HAH_RS10020",1658,2266,1241,1411,1531,2632,2522,2097,1521,2561,2519,1788,6074,5176,3299,3862,3835,3393,4993
"HAH_RS10025",7410,9824,4361,6322,7298,12319,11116,7120,6910,11261,10255,8706,17940,17921,10394,12844,13426,11502,17268
"HAH_RS10030",5747,7755,4020,5644,6527,9509,9283,6720,6129,9395,9489,6915,16750,15941,9739,12936,13033,10870,16061
"HAH_RS10035",2881,3124,2099,1810,2159,3416,3175,2106,2254,3039,3124,3203,4782,4180,3584,3845,3650,3034,4679
"HAH_RS10040",2655,3688,2006,1617,1809,3363,3499,2650,2282,3187,3521,2903,7266,5732,5401,6804,5371,3539,5807
"HAH_RS10045",1204,1457,1092,375,324,931,874,649,548,858,808,1254,2513,1966,1484,1708,1287,1090,1902
"HAH_RS10050",173,154,143,177,164,189,234,110,167,185,194,180,261,264,199,218,270,307,282
"HAH_RS10055",852,997,641,514,496,1418,1234,894,958,1237,1299,1002,1312,1265,1367,1512,1523,1342,1293
"HAH_RS10060",5801,4959,4101,5777,6800,8220,8213,4245,5247,7962,7297,6577,6872,9281,2805,2892,4112,5257,10335
"HAH_RS10065",8780,6844,6348,10497,12765,12923,13884,6389,8325,13217,11389,10269,9633,14280,4316,5531,6684,7483,14208
"HAH_RS10070",6547,5355,4639,8869,11591,10739,11283,5264,6339,10995,9290,7608,6245,10253,2988,3905,4565,5752,10140
"HAH_RS10075",10574,7827,7978,15809,21221,16360,16328,7846,10478,15073,13309,11607,8943,14347,4269,5336,6616,8419,14488
"HAH_RS10080",1759,2226,1238,577,372,2412,1474,1008,1043,1502,1309,2183,1370,1663,1519,1454,1741,2473,1178
"HAH_RS10085",2820,2613,2623,3250,3327,4471,3450,2105,2258,3282,3977,3454,8495,7415,5939,7424,9041,11081,10867
"HAH_RS10090",840,877,593,522,682,1156,947,641,638,986,862,884,1496,1427,1146,1285,1216,1110,1423
"HAH_RS10095",665,726,504,366,451,1019,869,570,674,818,742,770,1229,1078,958,982,1059,976,1257
"HAH_RS10100",791,889,550,814,949,925,1010,704,664,826,1071,819,2095,1818,1521,2046,1627,1082,1611
"HAH_RS10105",43,34,32,17,36,67,60,46,38,35,50,62,80,63,95,116,153,122,58
"HAH_RS10110",528,684,216,75,62,330,264,157,268,234,139,600,585,850,245,267,333,392,829
"HAH_RS10115",119,97,102,146,123,91,120,104,81,132,138,89,162,130,224,235,207,163,142
"HAH_RS10120",18203,24964,7707,3476,3043,9193,6286,3024,5308,6070,2814,21141,42891,47553,5579,5423,8049,8970,47365
"HAH_RS10125",45524,67715,20324,10984,9954,22119,15926,8510,12448,15292,6932,52449,135944,138710,14885,16937,22854,23517,129344
"HAH_RS10130",19826,28558,9155,5111,4494,8185,6342,3365,5197,5630,2855,21669,60502,59353,6562,7379,10192,10037,53742
"HAH_RS10135",36981,51793,16640,9203,7830,13645,9804,5269,8635,8925,4961,42712,110452,109698,11303,12101,16918,17256,100864
"HAH_RS10140",733,288,945,342,242,871,703,457,573,602,703,596,282,277,266,504,457,349,421
"HAH_RS10145",1754,2219,1330,949,1123,2058,2279,1891,1411,2124,2663,1999,3969,3637,3891,4482,3352,2430,3360
"HAH_RS10150",2953,7135,1276,1374,2397,6076,5213,3504,3667,4298,4173,3917,8893,7107,12744,15471,15557,16085,6401
"HAH_RS10155",76,66,62,52,47,91,105,75,41,87,109,79,462,346,288,289,286,283,507
"HAH_RS10160",36001,45227,28346,20210,21138,56175,50671,33623,37303,51967,52919,43870,64574,50222,76622,93762,76346,57378,56130
"HAH_RS10165",3239,5366,1925,1208,1519,3616,2896,2801,2111,2513,3152,3806,2974,2476,9825,11532,5617,4186,2426
"HAH_RS10170",29362,46982,21427,23453,27267,23870,25014,28044,13999,21713,33105,33086,107012,80999,59914,68691,49958,29853,81991
"HAH_RS10175",1326,1885,1069,1005,1049,2152,1739,1523,1170,1684,1834,1652,3267,2906,2955,3992,3520,3275,2776
"HAH_RS10180",1315,1556,1068,923,1052,1847,1773,1113,1121,1765,1598,1447,2680,2436,1702,2255,1983,1714,2377
"HAH_RS10185",588,846,536,235,258,688,579,450,476,661,562,667,1265,1068,1117,1287,973,715,946
"HAH_RS10190",178,199,98,36,29,158,148,103,83,106,126,213,947,966,1628,1808,1411,797,956
"HAH_RS10195",2434,3116,1726,1610,1873,3662,3075,2286,2482,3306,2884,2893,4163,4141,3541,4066,3505,3272,3830
"HAH_RS10200",2362,3499,1775,1960,2434,5157,4613,3438,2819,4314,5070,3113,5309,5036,3744,4616,4835,4646,5082
"HAH_RS10205",302,334,200,138,132,389,404,271,259,359,371,353,681,567,528,741,717,570,629
"HAH_RS10210",3621,4185,2760,2285,2734,6337,5541,3776,4080,5836,5316,4289,8645,8397,7707,10761,10640,8389,8309
"HAH_RS10215",125,165,91,70,92,200,208,174,158,177,193,156,445,385,492,848,558,418,335
"HAH_RS10220",7485,11023,3916,2576,2944,8983,8069,5713,5733,7911,7911,8435,24587,19599,15918,16922,15455,12794,22103
"HAH_RS10225",216,107,702,444,322,133,114,68,79,152,82,230,283,300,166,181,146,133,362
"HAH_RS10230",2170,2627,1718,1800,2211,3454,2805,1927,2110,2853,4519,2513,7140,7194,4961,5183,5583,5785,7897
"HAH_RS10235",767,693,615,588,610,964,761,535,636,749,909,867,1500,1591,1147,1250,1346,1426,1811
"HAH_RS10240",21,17,9,5,1,23,23,17,19,25,16,14,26,35,49,71,76,55,32
"HAH_RS10245",1503,1791,1060,1655,1962,3315,2347,1400,1864,2728,2347,1972,2417,2730,2271,2237,2256,2849,2682
"HAH_RS10250",1809,2433,1231,1661,2046,3518,2835,1786,2029,3118,3023,2162,2481,2806,2840,2669,2597,2515,2897
"HAH_RS10255",2000,2393,1443,1409,1634,3202,2724,1841,2072,2828,2853,2245,3261,3060,3592,3483,3177,2741,3667
"HAH_RS19135",1967,2748,1474,1578,2067,4121,3129,2049,2101,3395,3665,3020,3008,3195,3808,3529,3550,3776,3738
"HAH_RS10265",1414,1982,1032,863,1027,3002,1903,1217,1460,2114,2111,1906,1917,1937,2453,2054,2188,2683,2344
"HAH_RS10270",518,642,383,307,373,1027,803,543,627,850,1123,751,628,645,773,732,634,619,720
"HAH_RS19140",394,375,346,459,521,683,555,305,365,490,691,383,459,449,468,386,438,528,515
"HAH_RS19510",396,432,287,272,351,682,555,519,401,574,883,564,621,727,1178,1054,1067,1033,829
"HAH_RS10290",2670,4555,1897,2677,3701,9975,6671,5106,4218,6848,8730,3717,3354,3424,7569,6708,6787,6915,3543
"HAH_RS19145",6595,8872,4201,6005,7939,11733,8407,5491,6615,9301,8987,8373,9139,8999,12158,11017,10697,9738,9559
"HAH_RS10300",1649,2036,1160,383,499,2607,2109,1390,1619,2285,2559,2020,2347,2664,2793,2648,2983,3275,2943
"HAH_RS10305",1901,2645,1529,805,1059,3451,2845,1981,2223,2893,3444,2318,3315,4132,4152,3902,4251,4373,4303
"HAH_RS19700",895,1133,682,615,852,1452,1209,843,770,1211,1539,1172,2048,1822,2379,1876,1758,1625,2104
"HAH_RS10315",1038,1153,885,1601,2378,1863,1719,1231,1113,1597,1877,1158,1583,1755,1842,1779,1679,1597,2035
"HAH_RS10325",89,80,64,49,47,136,99,76,97,91,130,92,57,104,96,98,95,117,79
"HAH_RS10330",39431,57423,16851,3755,3213,87579,71862,43401,50199,75953,66551,49061,61665,89644,45420,51582,82523,99952,75050
"HAH_RS10335",11523,17561,5151,1239,1121,27806,20213,13283,14193,21141,18757,14690,20227,28419,14614,15975,27513,32424,24922
"HAH_RS10340",11499,20478,5440,1741,1648,32410,22848,15864,14952,24792,21682,15614,17475,24909,12420,14110,23596,29476,22193
"HAH_RS10345",17138,27965,7761,2006,1815,44907,32698,21139,20311,35571,27395,22694,27070,38987,20443,22730,37164,45006,33931
"HAH_RS10350",13844,25478,6165,1431,1214,39496,28277,18570,17260,30068,26384,18578,21805,32023,15882,17563,29692,37473,26815
"HAH_RS10355",13136,23079,5845,1298,1191,34525,24804,16299,16423,25747,23314,17376,20258,29098,14989,15654,27080,33539,25419
"HAH_RS10360",23097,39791,10156,2460,2156,58200,43889,29628,29709,47392,41526,30073,36675,52086,25233,29899,47585,55679,42387
"HAH_RS10365",19169,35514,8138,1622,1452,51947,38452,25398,25760,41184,37116,25783,28188,41429,20499,21857,35730,46366,34916
"HAH_RS10370",9784,16143,4161,940,903,26142,18815,11708,12399,19926,17558,12508,15998,23252,12329,12378,21400,26899,20742
"HAH_RS10375",3185,5227,1573,321,323,8602,5616,3815,4011,6236,5123,4200,6838,9341,5172,4548,8639,11154,9073
"HAH_RS10380",19976,34552,8688,2245,1910,54815,40948,25424,26275,43624,38007,26650,32931,47055,22951,25388,41736,51199,39601
"HAH_RS10385",20842,34614,9035,2500,2284,56538,42261,25712,27858,43722,39625,27725,31240,44461,22397,25361,41641,50534,38549
"HAH_RS10390",9876,16134,4392,1199,1035,24712,19445,12153,12721,19983,17118,12436,15866,21787,11299,12407,20714,25976,19201
"HAH_RS10395",13590,25179,6081,1751,1555,38490,27238,18547,17631,29471,25340,18352,21939,29778,16048,17112,28994,36487,27928
"HAH_RS10400",10510,18020,4686,1394,1268,30783,21859,13579,14466,22872,19863,13682,14955,21307,11028,11024,19684,24306,18868
"HAH_RS10405",10457,16321,4661,1309,1068,26236,18805,11770,12658,19257,16669,12820,16885,22759,12260,12891,22721,26477,21077
"HAH_RS10410",7777,13822,3600,950,896,21141,14720,9821,9545,15318,12802,9771,12962,17228,9202,8707,16385,19662,15361
"HAH_RS10415",45080,76249,19304,5674,4712,119106,94778,58766,64844,98897,85573,58699,65302,94578,47950,51422,82600,108992,78822
"HAH_RS10420",17088,28986,7989,2380,1885,44840,35533,20452,21159,36454,30961,21425,28647,40851,20494,22584,36761,46072,33092
"HAH_RS10425",16243,28637,7986,2757,2253,45803,34535,22044,22171,35547,30879,21467,25845,37242,19259,20215,34053,43649,32555
"HAH_RS10430",38735,65844,18283,5924,5056,103143,84904,49183,49273,86871,74036,49620,55178,79920,38578,47797,72730,88052,62853
"HAH_RS10435",7707,14666,4067,1430,1316,25316,16991,10794,9650,17137,15217,10216,10933,15038,8362,8552,15244,19667,14105
"HAH_RS10440",32066,53445,16939,6426,5391,92573,75416,46788,40716,75099,49882,43670,48458,68422,34711,42595,64598,78739,56635
"HAH_RS10445",59777,104240,28868,11182,9511,172326,137962,81836,81216,143017,120227,80729,80130,118086,56493,73224,106807,130321,90172
"HAH_RS10450",113926,135813,64807,56681,62500,188021,161666,89298,122654,162578,136846,137081,125706,166318,78696,96291,130192,157877,138207
"HAH_RS10455",362,162,324,196,174,338,214,129,195,187,208,296,184,159,143,220,194,157,235
"HAH_RS10460",7886,11818,4979,4898,6210,10270,8217,6516,6478,7899,9908,10115,18387,12891,24264,22540,21592,15186,13877
"HAH_RS10465",994,1264,720,529,568,1399,1267,1111,898,1239,1468,1211,1446,1490,1752,2120,2251,1765,1405
"HAH_RS10470",2279,2554,1691,1474,1891,4598,3873,2955,2607,3490,3188,2891,4281,4667,4024,4989,5480,5285,4594
"HAH_RS10475",1077,1401,736,494,558,2286,2051,1352,1461,2157,1863,1288,1842,2310,1542,1767,2222,2339,1846
"HAH_RS10480",5780,6926,5140,9907,11934,4238,4478,4731,2657,3966,5273,5807,23816,16452,11593,12330,6873,4671,17767
"HAH_RS10485",1095,1283,839,764,735,1813,1808,1173,1333,1739,1608,1273,1720,1754,1461,1829,1892,1901,1708
"HAH_RS10490",761,690,622,343,456,1083,821,716,497,715,568,862,1422,1167,1284,1410,1297,1024,1398
"HAH_RS10495",85588,144110,50367,44070,51746,215322,177777,151415,108727,183755,196203,115071,219964,262175,272669,350686,343572,299214,181799
"HAH_RS10500",281,264,240,190,181,379,338,172,262,307,284,292,322,346,212,306,332,385,368
"HAH_RS10505",423,541,291,373,389,480,462,381,281,434,432,446,1234,1179,788,818,817,840,1041
"HAH_RS10510",2795,3847,2276,2343,2436,4138,4218,3116,2572,4260,4406,3065,7459,6148,3669,4340,3796,3267,5974
"HAH_RS10515",2107,2019,1860,2257,2356,1835,1902,1410,1237,1668,1738,2084,5563,4788,3321,4421,3421,2274,4684
"HAH_RS10520",675,770,504,458,522,795,622,395,447,625,614,700,1831,1534,1204,1265,1186,948,1808
"HAH_RS10525",2915,3812,2768,2324,2555,3592,3531,2251,2083,3443,4018,3300,10149,7883,5453,6005,4977,4364,9181
"HAH_RS19520",12784,4932,11347,6035,5288,12468,5924,3014,8525,5236,6099,8786,8656,4953,7474,7796,9871,7373,15358
"HAH_RS10530",996,933,570,420,508,1133,944,715,814,931,845,1056,1724,2112,1192,1235,1364,1701,1905
"HAH_RS10535",279,421,203,154,173,339,261,251,173,279,330,323,1026,906,628,653,586,483,862
"HAH_RS10540",402,619,284,223,275,463,389,349,231,416,453,437,1271,1126,798,1069,825,672,1219
"HAH_RS10545",637,772,521,1745,2099,571,463,396,305,421,458,693,2094,1462,2840,2594,1933,1271,1769
"HAH_RS10550",772,931,629,1133,1226,716,716,708,426,639,874,843,2073,1570,2576,2895,2098,1425,1571
"HAH_RS10555",265,360,264,230,239,360,390,276,251,349,448,280,505,444,479,617,475,368,461
"HAH_RS10560",65,78,51,25,25,68,58,78,50,63,81,66,119,120,144,166,170,121,115
"HAH_RS10565",951,1159,612,409,427,1538,1455,1003,1070,1589,1338,1045,1133,1296,763,1110,1053,1003,1123
"HAH_RS10570",1475,1899,1259,1277,1426,1719,1904,1646,1156,1686,1947,1584,2702,2346,2161,3141,2164,1618,2483
"HAH_RS10575",3932,5336,3288,2659,2944,4446,4270,3361,2361,4186,4644,4255,9576,7792,4973,4907,4450,3707,8787
"HAH_RS10580",12420,18294,10429,8458,9811,14189,13260,12101,7683,13347,17543,13378,31066,25538,17303,17623,15804,13057,27038
"HAH_RS10585",7027,6790,6141,5533,5588,4816,3360,2849,2662,3307,3579,8025,12879,12386,8257,6742,7164,7578,11431
"HAH_RS10590",5696,7441,4699,4941,5742,10602,9894,6499,6643,10140,10000,6569,13127,12827,8117,9986,10286,10723,12656
"HAH_RS10595",1842,2692,1140,573,718,1689,1522,1461,997,1358,1871,1930,4633,4229,3395,3766,2835,2343,4701
"HAH_RS10600",1819,2113,1396,1414,1518,2923,2516,1588,1823,2635,2456,2499,3407,3833,1951,2613,2468,2500,3697
"HAH_RS10605",11371,13565,8883,15227,15961,15533,15990,9600,9965,16658,14393,12630,25919,24179,11814,14860,14570,13606,22139
"HAH_RS10610",127,166,106,33,31,181,160,99,107,134,139,140,230,229,250,298,289,207,244
"HAH_RS10615",407,529,325,173,200,473,515,300,305,439,438,412,956,861,727,873,749,620,1011
"HAH_RS10620",440,553,293,125,136,611,699,434,569,652,678,502,1477,1265,1001,1475,993,674,1334
"HAH_RS10625",6563,6233,5665,7004,7447,9349,9999,5989,6578,9877,9116,7103,15548,15586,7334,10688,9551,8924,14809
"HAH_RS10630",711,692,937,984,1009,1036,952,734,573,842,856,751,1024,1341,1107,1299,1329,1790,1210
"HAH_RS10635",472,274,767,447,371,428,336,257,254,307,335,437,422,554,504,569,657,917,470
"HAH_RS10640",878,994,554,583,758,1114,988,599,654,898,874,1058,1474,1537,1015,1124,1135,1151,1452
"HAH_RS10645",354,466,205,199,301,392,336,225,202,404,407,352,811,866,548,437,446,494,875
"HAH_RS10650",354,439,226,299,357,379,410,243,238,384,441,431,974,935,606,554,495,547,988
"HAH_RS10655",397,439,209,254,280,379,467,220,288,417,518,399,1052,906,720,614,577,570,1150
"HAH_RS10660",21599,28546,13250,12733,15424,41558,34756,21101,25495,37626,33696,27784,30055,37192,18880,22636,27539,31285,34018
"HAH_RS10665",18,30,16,6,7,15,26,20,17,25,23,26,157,124,133,118,150,142,192
"HAH_RS10670",1211,1414,697,433,540,656,607,473,425,592,703,1159,2993,2264,2737,3253,1671,1073,2141
"HAH_RS10675",407,505,328,280,339,409,335,285,242,309,391,473,1261,918,792,915,773,618,1113
"HAH_RS10680",5461,5646,3634,3192,3670,3109,2479,1846,1942,2219,2176,5725,17591,14753,9221,7960,8179,7266,13520
"HAH_RS10685",3302,4154,2675,1679,1875,2410,2361,2192,1493,2119,2429,3501,10631,10586,3940,4025,4258,4597,9475
"HAH_RS10690",473,556,384,597,701,586,576,427,372,609,664,429,1121,827,613,746,579,471,911
"HAH_RS10695",563,588,499,781,939,587,736,560,440,673,728,544,1241,1099,636,855,630,566,1146
"HAH_RS10700",1589,1486,1584,1568,1504,1400,1371,837,942,1234,1404,1660,5002,3897,1983,2845,2030,1582,4336
"HAH_RS10705",1093,1273,719,339,311,2784,2820,2316,1752,2798,3036,1350,757,924,1374,2213,2403,2110,1067
"HAH_RS10710",3222,1974,2237,1808,1859,3883,3334,1766,3334,2955,3268,3293,2573,2597,2408,2960,3694,3649,3682
"HAH_RS10715",9437,9162,6851,8012,8522,15782,13498,8097,10664,13236,12399,11310,10008,11034,7526,9077,11750,13792,12283
"HAH_RS10720",39,33,31,35,35,93,56,53,50,70,74,47,102,109,138,143,175,162,154
"HAH_RS10725",983,1127,693,456,529,963,990,713,829,862,881,993,2487,2252,2148,2635,2179,1619,2106
"HAH_RS10730",1049,1011,977,599,583,1974,1749,1176,1279,1831,1539,1169,1575,1756,814,1159,1258,1532,1648
"HAH_RS10735",518,514,496,319,434,644,639,585,516,657,623,695,1284,1229,997,1165,1155,1047,1201
"HAH_RS10740",190,153,117,94,114,161,149,137,131,149,190,148,321,368,312,311,401,379,285
"HAH_RS10745",270,299,219,167,221,307,275,290,215,231,399,267,559,549,490,555,608,591,456
"HAH_RS10750",13813,14494,8354,6538,7299,18112,14013,8791,12349,13778,12481,16537,11723,14017,10439,10483,13262,16277,13925
"HAH_RS10755",2992,2849,1731,1210,1299,3906,3071,1888,2844,2784,3171,3332,2722,2849,2140,2691,3159,3322,3418
"HAH_RS10760",524,379,492,453,448,427,441,273,354,484,482,596,1120,925,652,887,853,738,1131
"HAH_RS10765",20,44,16,20,31,45,45,41,30,33,39,31,70,83,66,67,80,57,91
"HAH_RS10770",538,713,487,587,545,444,445,428,272,384,490,525,1655,1220,1447,1511,993,524,1329
"HAH_RS10775",650,807,511,596,707,634,625,536,370,559,681,674,1116,1039,793,922,713,579,1100
"HAH_RS10780",397,455,289,480,502,516,656,843,345,608,765,403,2386,1937,3446,4613,2780,1459,1796
"HAH_RS10785",39,47,25,23,22,45,46,45,18,43,40,62,202,133,177,362,303,164,151
"HAH_RS10790",233,280,151,211,246,377,325,359,226,337,365,304,461,625,452,598,428,557,503
"HAH_RS10795",5609,6651,4018,6911,7173,7881,9322,8072,4886,8695,9372,6268,6784,7453,5848,9487,8097,6026,7143
"HAH_RS10800",300,303,283,76,74,332,409,302,266,421,451,282,816,928,358,485,500,536,928
"HAH_RS10805",592,735,418,500,567,804,568,423,433,620,556,726,1047,1107,723,826,763,697,1045
"HAH_RS10810",94,113,91,51,71,139,105,101,87,105,123,70,216,221,160,161,194,227,245
"HAH_RS10815",1899,1871,1663,2227,2235,3123,2912,1755,2108,2921,3065,2370,3474,3509,2289,2916,3268,3600,3797
"HAH_RS10820",1706,2162,1301,1492,1675,2933,2880,2055,2006,3160,3220,1967,3233,3286,2026,2706,2610,2769,3226
"HAH_RS10825",32,33,43,23,14,70,48,59,34,46,40,54,36,50,46,40,68,84,48
"HAH_RS10830",2037,2931,1070,450,569,3621,2829,1708,2060,2747,2791,2360,4789,5697,4672,5480,5730,5815,5088
"HAH_RS10835",792,671,543,310,318,1090,1119,799,750,1093,1239,761,1186,1215,722,1111,962,833,1459
"HAH_RS10840",8494,11738,6671,8606,9658,10434,10316,7198,5877,10151,9679,9645,20478,14924,8892,12397,9276,7009,15921
"HAH_RS10845",333,362,221,211,207,306,220,144,146,209,248,326,782,653,604,602,549,609,755
"HAH_RS10850",5432,7601,3841,4505,5181,8134,7669,4856,4837,8023,6703,6203,9439,8609,6707,7694,6696,6140,9039
"HAH_RS10855",1523,1759,1184,1237,1395,2053,1750,1143,1225,1587,1600,1672,2583,2576,2003,2274,1998,1779,2560
"HAH_RS10860",461,513,355,391,496,754,738,478,478,715,592,521,772,924,646,787,976,1001,924
"HAH_RS10865",1136,1375,815,864,983,1109,1338,913,703,1191,1035,1327,2273,2260,1346,1682,1226,841,2230
"HAH_RS10870",1672,1598,1468,2105,2022,2176,1996,1755,1331,1916,1810,1930,7629,5740,6972,9893,11495,8196,5416
"HAH_RS10875",834,956,730,581,560,841,736,532,535,571,820,875,1919,1599,1800,2117,1664,1286,1814
"HAH_RS10880",715,657,541,534,493,578,518,407,400,442,549,738,1164,1006,1084,1225,1044,852,1278
"HAH_RS10885",18552,19943,15501,22109,24997,24657,22470,14480,15468,23921,20660,20442,48162,41871,22979,27334,27573,25642,41572
"HAH_RS10890",1777,2151,1669,2019,1866,2869,2374,1590,1802,2490,2027,2101,4132,4136,2641,3539,3825,3498,3535
"HAH_RS10895",4571,6378,3921,4737,5048,7601,7303,5124,4998,7104,7250,5417,10638,10945,7633,9543,10698,10694,8846
"HAH_RS10900",230,235,142,67,77,242,250,203,199,217,228,248,357,301,458,678,483,392,313
"HAH_RS10905",1950,2054,1523,1541,1663,3519,3417,3217,2064,3165,3649,2190,2957,3675,3106,4259,4264,3992,3555
"HAH_RS10910",12542,13770,7664,9936,12733,15709,11533,8736,8546,10259,12832,14859,22787,21387,24222,23241,22644,17894,23301
"HAH_RS10915",19048,21288,11748,18048,22780,24120,16293,11463,12493,14909,17754,24545,31561,30858,34679,29882,31424,27301,35017
"HAH_RS10920",3881,5022,3195,5483,6550,5416,4245,3520,3003,4383,4858,4314,11480,10666,9415,10315,10944,9670,9711
"HAH_RS10925",2288,2606,1685,1438,1725,4638,4559,2690,2944,4470,4031,2664,3355,3769,2640,3041,3460,3515,3896
"HAH_RS10930",4648,5283,3521,1171,1226,6756,7188,4374,5098,7610,6716,5184,8589,9421,4219,6128,6036,5732,9384
"HAH_RS10935",399,508,273,73,93,679,593,390,462,670,603,428,427,465,221,290,325,336,481
"HAH_RS10940",4378,6008,3055,2426,2612,8095,6574,4560,4220,7050,5411,5096,8011,7657,5999,7343,6575,6471,7176
"HAH_RS10945",310,382,194,269,319,302,292,184,184,293,259,373,844,651,556,724,524,456,622
"HAH_RS10950",520,560,307,220,250,681,647,529,442,565,662,522,821,596,847,1181,978,730,744
"HAH_RS10955",462,364,312,1032,1035,462,365,260,392,391,343,535,661,502,673,880,863,480,607
"HAH_RS10960",3887,4647,2646,11598,12897,5810,5770,3232,3952,5879,5102,4279,8785,6608,7883,10316,8873,5540,6737
"HAH_RS10965",3221,3927,1995,1779,1960,4561,3999,2647,2998,3923,4015,3893,8176,8412,8451,10360,10730,9812,8891
"HAH_RS10970",1957,2369,1483,1025,1139,3220,2880,1840,2017,2713,2832,2367,3838,4341,2686,3479,3561,3972,3915
"HAH_RS10975",6608,7716,4984,2762,2817,9952,9125,6555,6255,8833,12117,7704,13299,15691,7670,9616,11795,12030,16557
